datetime,instrument,size,price,value
2024-04-02,ALB,396,124.05810706329345,48882.165435791016
2024-04-02,BXP,847,58.20989990234375,49019.659729003906
2024-04-02,CCL,3075,15.847920152664184,47600.99859237671
2024-04-02,CDNS,3075,15.847920152664184,47600.99859237671
2024-04-02,CHRW,703,71.10515594482422,49183.3221282959
2024-04-02,CHTR,175,284.0,48653.49807739258
2024-04-02,ENPH,422,115.5077219467163,47918.1012878418
2024-04-02,EQIX,64,769.4585115966796,49138.90625
2024-04-02,HD,140,353.6365382537842,49280.73486328125
2024-04-02,HIG,140,353.6365382537842,49280.73486328125
2024-04-02,MPWR,75,651.9798583984375,48198.866271972656
2024-04-02,MU,404,122.09308237838745,49317.025787353516
2024-04-02,PLTR,2187,22.011,49688.638498306274
2024-04-02,PODD,297,166.59324950408936,48722.85090637207
2024-04-02,PYPL,768,63.98197576332092,49658.8828125
2024-04-02,RMD,267,185.21053994750974,48575.45471191406
2024-04-02,TECH,725,68.4229196434021,49481.07852935791
2024-04-02,UHS,286,173.5455322265625,49062.07894897461
2024-04-02,VST,705,69.11917518997193,49682.254486083984
2024-04-02,WBA,2737,18.28587749004364,47899.67691230774
2024-04-03,ALB,396,124.05810706329345,49805.849212646484
2024-04-03,BXP,847,58.20989990234375,49493.202209472656
2024-04-03,CCL,3075,15.847920152664184,47170.500469207764
2024-04-03,CDNS,3075,15.847920152664184,47170.500469207764
2024-04-03,CHRW,703,71.10515594482422,48876.864501953125
2024-04-03,CHTR,175,284.0,48245.750427246094
2024-04-03,ENPH,422,115.5077219467163,50049.1993560791
2024-04-03,EQIX,64,769.4585115966796,48905.81640625
2024-04-03,HD,140,353.6365382537842,48859.87609863281
2024-04-03,HIG,140,353.6365382537842,48859.87609863281
2024-04-03,MPWR,75,651.9798583984375,48263.48876953125
2024-04-03,MU,404,122.09308237838745,51430.326263427734
2024-04-03,PLTR,2187,22.011,49644.901668548584
2024-04-03,PODD,297,166.59324950408936,48963.420181274414
2024-04-03,PYPL,768,63.98197576332092,50181.1171875
2024-04-03,RMD,267,185.21053994750974,49018.09716796875
2024-04-03,TECH,725,68.4229196434021,48840.62461853027
2024-04-03,UHS,286,173.5455322265625,49437.68524169922
2024-04-03,VST,705,69.11917518997193,51504.759521484375
2024-04-03,WBA,2737,18.28587749004364,47336.75453567505
2024-04-04,ALB,396,124.05810706329345,46810.62789916992
2024-04-04,BXP,847,58.20989990234375,48475.085876464844
2024-04-04,CCL,3075,15.847920152664184,46309.50129032135
2024-04-04,CDNS,3075,15.847920152664184,46309.50129032135
2024-04-04,CHRW,703,71.10515594482422,48815.57619476318
2024-04-04,CHTR,175,284.0,47465.25192260742
2024-04-04,ENPH,422,115.5077219467163,50969.15948486328
2024-04-04,EQIX,64,769.4585115966796,48417.94140625
2024-04-04,HD,140,353.6365382537842,48558.49670410156
2024-04-04,HIG,140,353.6365382537842,48558.49670410156
2024-04-04,MPWR,75,651.9798583984375,47765.88134765625
2024-04-04,MU,404,122.09308237838745,49855.39450073242
2024-04-04,PLTR,2187,22.011,49163.75899887085
2024-04-04,PODD,297,166.59324950408936,48485.25
2024-04-04,PYPL,768,63.98197576332092,49566.720703125
2024-04-04,RMD,267,185.21053994750974,48744.08157348633
2024-04-04,TECH,725,68.4229196434021,48250.533294677734
2024-04-04,UHS,286,173.5455322265625,49039.31625366211
2024-04-04,VST,705,69.11917518997193,49256.30802154541
2024-04-04,WBA,2737,18.28587749004364,48564.95593070984
2024-04-05,ALB,396,124.05810706329345,47711.12365722656
2024-04-05,BXP,847,58.20989990234375,48419.838176727295
2024-04-05,CCL,3075,15.847920152664184,46493.99964809418
2024-04-05,CDNS,3075,15.847920152664184,46493.99964809418
2024-04-05,CHRW,703,71.10515594482422,48475.06056976318
2024-04-05,CHTR,175,284.0,46810.748291015625
2024-04-05,ENPH,422,115.5077219467163,47377.93858337402
2024-04-05,EQIX,64,769.4585115966796,48626.85546875
2024-04-05,HD,140,353.6365382537842,48584.28955078125
2024-04-05,HIG,140,353.6365382537842,48584.28955078125
2024-04-05,MPWR,75,651.9798583984375,48595.472717285156
2024-04-05,MU,404,122.09308237838745,49650.497161865234
2024-04-05,PLTR,2187,22.011,50213.5179977417
2024-04-05,PODD,297,166.59324950408936,49005.0
2024-04-05,PYPL,768,63.98197576332092,50035.201171875
2024-04-05,RMD,267,185.21053994750974,49734.77558898926
2024-04-05,TECH,725,68.4229196434021,48207.35034942627
2024-04-05,UHS,286,173.5455322265625,49349.47106933594
2024-04-05,VST,705,69.11917518997193,52601.05625152588
2024-04-05,WBA,2737,18.28587749004364,48948.755489349365
2024-04-08,ALB,396,124.05810706329345,50895.72839355469
2024-04-08,BXP,847,58.20989990234375,49911.50022125244
2024-04-08,CCL,3075,15.847920152664184,48154.499530792236
2024-04-08,CDNS,3075,15.847920152664184,48154.499530792236
2024-04-08,CHRW,703,71.10515594482422,49074.357986450195
2024-04-08,CHTR,175,284.0,47783.74786376953
2024-04-08,ENPH,422,115.5077219467163,48631.27909851074
2024-04-08,EQIX,64,769.4585115966796,48861.1796875
2024-04-08,HD,140,353.6365382537842,49151.766357421875
2024-04-08,HIG,140,353.6365382537842,49151.766357421875
2024-04-08,MPWR,75,651.9798583984375,50601.49841308594
2024-04-08,MU,404,122.09308237838745,49397.37762451172
2024-04-08,PLTR,2187,22.011,50301.0
2024-04-08,PODD,297,166.59324950408936,50501.878005981445
2024-04-08,PYPL,768,63.98197576332092,50949.1171875
2024-04-08,RMD,267,185.21053994750974,49471.29153442383
